ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
546,1298,Sabac II,Sabac area,,Serbia,44.754235,19.699744,,318,308,,330,,AD 308-24,318/30,,,,,250.9,250.9,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,3768,3768,ca.,3768,3768,"1. AR ingot: double axe. Inscribed ‘O FLAV NICANI VASC’. weight: 628g. 2. AR ingot: double axe. Inscribed ‘O FLAV NICANI MBN’. weight: ca. 628g. 3. AR ingot: double axe. Inscribed ‘ADI MVS P SIRM’. weight: ca. 628g. 4. AR ingot: double axe. Inscribed ‘VA SALODVR’. weight: ca. 628g. 5. AR ingot: double axe. Inscribed ‘VIC VIC’. weight: . 628g. 6. AR ingot: double axe. Uninscribed, apart from “AΛΕΞ.Μ.” on edge. weight: ca. 628g. Total AR: ca. 3,768.0g",Dating based on comparison with the Cervenberg plates; Flavius Nicanus referred to here was magister bisellanus nummulariorum in reign of Constantine & Licinius (AD308-24).,found in the bed of river Macva,"National Museum, Belgrade","Salamonson 1961; Painter 1971 [Q]; Wiegels 2003, numbers 78-83"
1927,1338,Hammersdorf (Mloteczno) & Heiligenbeil (Branievo),Hammersdorf (Mloteczno) & Heiligenbeil (Branievo),,Poland,54.399923,19.857663,,348,323,,363,,323/61,348/63,1873,1913,,1873 and 1913,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1-2. AR hacksilver: fragments of plate with beaded rims. No weights given. 3. AV medallion: of Constantius II. No further details provided. Fibulae, pendants, necklaces: no further details provided",,"Fragments of two silver plates were discovered in 1873 during agricultural work. In 1913 a number of Germanic pieces (fibulae, pendants, necklaces etca. ) were discovered, a well as a gold medallion of Constantius II, about 2 km from the 1873 find. Recent research suggests that the silver plate fragments were a separate deposit to the other finds. The exact relationship however between the medallion and the other finds is unclear.",,"Grünhagen 1954, 63, number 8; Guggisberg & Kaufmann-Heinimann 2003, 343, number 83"
943,1341,Kaiseraugst,Kaiseraugst (Castrum Rauracense),,Switzerland,47.537949,7.727021,,348,295,ca.,363,,ca. 295-353,348/63,1961,1962,,1961-62,4064.7,4064.7,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,61031.1,61031.1,,61031.1,61031.1,"1. AR spoon: plain. ‘S’ graffiti in bowl. weight: 21.89g. 2. AR spoon: plain. ‘M’ graffiti in bowl. weight: 22.05g. 3. AR spoon: plain. illeg. graffiti under bowl. weight: 20.95g. 4. AR spoon: plain. ‘MR’ or ‘MAR’  graffiti in bowl. weight: 17.71g. 5. AR spoon: plain. ‘ROMA’ graffiti under bowl.weight:  21.57g. 6. AR spoon: plain. ‘ROMA’ graffiti under bowl. weight: >21.93g. 7. AR spoon (fragment): plain. Terminal missing. ‘S’ in bowl, ‘M’ graffiti under bowl. weight: 9.76g, 6.95g. 8. AR spoon (fragment): plain. Bowl. terminal, half of handle. weight: >19.17g.  9. AR spoon: plain. weight: 28.71g. 10. AR spoon: plain. weight: 28.34g. 11. AR spoon: plain. weight: 27.72g. 12. AR spoon: plain. weight: 27.61g. 13. AR spoon: plain.weight:  28.05g. 14. AR spoon: plain. weight: 26.83g. 15. AR spoon: plain. weight: 25.93g. 16. AR spoon: plain. weight: 25.49g. 17. AR spoon: plain, crack in bowl. weight: 23.78g. 18. AR spoon: plain. Graffiti in bowl ‘MARCELLIANO’ & ‘M’. weight: 27.13g. 19. AR spoon: plain. Graffiti in bowl ‘MARCELLIANO’ & ‘S’. weight: 25.79g. 20. AR spoon: plain. Graffiti in bowl ‘MARCELLIANO’, underneath ‘M(arc) EL(li) AN(o), MAR’. weight: 25.12g. 21. AR spoon: plain. Graffiti ‘MA(rc)LLI(ano)’,  ‘M(a)R’, ‘MA’. weight: 21.96g. 22. AR ligula: bird’s head terminal. Plain. weight: 49.74g. 23. AR ligula: bird’s head terminal. Plain. weight: 49.14g. 24. AR ligula: bird’s head terminal. Plain. weight: 47.88g. 25. AR ligula: bird’s head terminal. Plain. weight: 49.48g. 26. AR ligula: bird’s head terminal. Plain. weight: 46.71g. 27. AR ligula: bird’s head terminal. Plain. weight: 45.82g. 28. AR ligula: bird’s head terminal. Plain. weight: 45.51g. 29. AR ligula (fragment): bird’s head terminal. Plain. End of bowl broken off. weight: 47.50g. 30. AR ligula (fragment): bird’s head terminal. Plain. End of bowl broken off. weight: 43.02g. 31. AR ligula (fragment): bird’s head terminal. Plain. End of bowl broken off. weight: 43.92g. 32. AR ligula: bird’s head terminal. Plain. Graffiti under terminal ‘+’. weight: 61.98g. 33. AR ligula: bird’s head terminal. Plain. Graffiti under terminal ‘F’. weight: 60.84g. 34. AR ligula: bird’s head terminal. Plain. weight: 61.24g. 35. AR ligula: bird’s head terminal. Plain, restored in antiquity. weight: 61.72g. 36. AR wine strainer: twisted handle, perforated round bowl. weight: 31.50g. 37. AR wine strainer: twisted handle, hook end, triangular perforated bowl. weight: 17.40g. 38. AR toothpick/ear cleaner: twisted handle. weight: 15.99g. 39. AR toothpick/ear cleaner: twisted handle. weight: 12.40g. 40. AR toothpick/ear cleaner (fragments): twisted handle. weight: 15.70g. 41. AR washbasin: fluted, central medallion with geometric design. Graffiti on inside of rim ‘NVNN FE PIII’. weight: 943.40g. 42. AR lampstand: geometric design, some graffiti. weight: 2608.5g. 43. AR cup: plain. Illeg. stratches underneath. weight: 112.2g. 44. AR cup: plain. Illeg. stratches underne. weight: 120.9g. 45. AR cup: plain. Illeg. stratches underneath. weight: 114.2g. 46. AR cup: plain. Illeg. stratches underne. weight: 107.3g.  47. AR small bowl: plain. Graffiti underneath ‘(swastika)’, ‘S’. weight: 296.1g. 48. AR small bowl: plain. weight: 280.7g. 49. AR small bowl: plain. weight: 310.8g. 50. AR small bowl (fragment) plain, some missing near base. weight: 292.8g. 51. AR large bowl: plain. weight: 919.8g. 52. AR large dish: inscribed ‘wavy’ design, central medallion with 6-pointed star. weight: 1570g (before restoration), weight: 1613.3g (after). 53. AR fish platter: rectangular platter, semi-circular sides. Chased central fish motif. weight: 4618g. 54. AR fish platter: oval, beaded edge. Central fish motif. Graffiti underneath ‘MARCELLIANO’. weight: 155.2g. 55. AR small plate: nielloed, circular. 2 bands of geom’ decoration & central geom’ medallion. Graffiti underneath ‘INVENT’, ‘PROK’, ‘*’, ‘(numerical symbol?)’. weight: 349.4g. 56. AR plate: incised rings on rim, small central roundel. weight: 4592g. 57. AR plate: as 56, but smaller. Graffiti underneath ‘P ROMVLO’. weight: 1565g. 58. AR plate fragment: only beaded rim survives. Central part may have had figurative decoration. weight: 2172.2g. 58b. AR platter: central part of platter which originally had a beaded rim; this has been removed; this section, 58a, was in the original find. On underside is a scratched graffiti ‘AVSPICIO EXA(  ) ARIO’. weight: 771.3g. 59. AR plate fragment: innerpart of a large, flat plate. weight: 88g.  60. AR large plate: as 52, but beaded edge. 8 pointed central star. Pointillé inscr. ‘EVTICIVSNAISIPV’. 1600g. 59b. AR platter: outer part of large, flat platter; the inner part with central medallion and inscription naming Constans, was part of the original find. The inscription reads ‘AVGVSTVS CONSTANS DAT LAETA DECENNIA VICTOR SPONDENS OMNIBVS TER TRICENNALIA FAVSTIS’. The outer rim has 10 portrait busts of uncertain characters (not thought to be mythological, or related to the House of Constantine), and complex niello and gilt geometric interlocking motifs. weight: 2988.9g. (dated to 342/43). 61. AR plate: gilt, niello, rectangular. Elaborated border, figurative frieze. Central rect’ emblata showing Ariadne at the toilet. weight: 2769.8g. 62. AR plate: gilt, niello, circular. Elaborate frieze, alternating hunting & geometrica. Central medallion of coastal town. Graffiti underneath ‘FVNT’, ‘AQVILINI’, & pontillé inscr. ‘(Chi-Rho XV.MVNca. ’. weight: 4749.9g. 63. AR Achilles plate: 8 sided, elaborate figurative frieze around rim. 9 scenes from life of Achilles. Pointillé inscr. underneath ‘PAUÇULUPOU QEÇÇALONIKHÇ LIE’. Graffiti in Greek. weight: 4642.9g. 64. AR Venus statue: with base, naked Venus. weight: 232.9g. 65. AR hack silver: folded piece of hack from a round plate. Official stamp ‘.EXca. MOca. ’ weight: not given. 66. AR ingot: stamp of Magnentius (‘IM CAE MAGN-ENTIUSAVG’). Pointillé inscr. ‘LVCVBRIO PIII’. weight: 952.9g. 67. AR ingot: Bar shaped. Inscribed ‘LVGBRIO GRONOPI PIII’. Portrait stamp of Magentius (AD350). weight: 947.8g.  68. AR ingot (fragment): Bar shaped. Inscr. ‘PIII’. Portrait stamp of Magentius. 1/3rd broken off. weight: 665.1g. 69. 186 AR coins: miliarenses - denarii; from 294-305, & 330-350. 70. AR plate: simple flat plate with footring, decorated with incised concentric circles. Unworn but there are marks made by blades of grass and straw which had been used to pack the vessels. weight: 210.8g. 71. AR plate: similar to 70. weight: 215.5g. 72. AR plate: similar to 70. weight: 204.4g. 73. AR plate: similar to 70. weight: 219.4g. 74. AR plate: with beaded rim, concentric circular decoration and footring. Graffiti underneath the plate reads ‘PEGASI’, ‘ME’, ‘FRO’ and ‘PEG’. weight: 321.7g. 75. AR plate: as 74, and similar graffiti. Traces of marks from straw and grass packing. weight: 329.6g. 76. AR bowl: no footring, simple concentric circular decoration. Greek pointille inscription ‘EICANOC CAONIKHC A’, graffiti ‘MAR’, and stamp ‘EI/ CAC/ TES’. weight: 315.4g. 77. AR bowl: as 76, with inscriptions ‘CC’, and stamp (in Greek & Latin) ‘THIO/ TES’. weight: 318.1g. 78. AR bowl: as 76, with inscriptions ‘CCC’, and stamp ‘FAV/ SILIPV/ THES’. weight: 320.8g. 79. AR bowl: as, 76, with inscriptions ‘WCCC’, and stamp ‘‘WC/ THES’. weight: 312.2g. 80: AR bowl: as 76, with pointille inscription ‘SERD TERENT P I’. weight: 317.5g. 81. AR bowl: as 76 but much larger, with stamp ‘NIC/OME/DIA’, and Greek pointille inscription (not listed). weight: 926.1g. (all marks on vessels 76-81 are thought to be official stamps, which implies that these are all largitio dishes). 82. AR dish: flat base, carinated, double fluted wall, pointille inscription on underside ‘MARTINI/ P III’, and stamped with a laurel wreath around the letters ‘TR’. weight: 875.3g. 83. AR platter: with footring, completely plain. weight: 7,100g (approximately 22 Roman pounds). 84. AR platter: large flat with beaded rim and footring. Similar scratched graffiti on underside to 58b ‘AVSPICIO EXA(      ) ARIO’. weight: 2537.6g. 85. AR platter: large flat platter with plain rim and footring, decorated with neillo medallion in the centre, interlocking floral decoration and outer guilloche. Inside the footring are a large number of scratched graffiti and a pointille animal, most likely a goat. Inscriptions ‘HEMETERI’, ‘AVRS’, ‘MARCELLIANI TRIBVNI/ PONDO VNDECIM/ ET UNCIAS DVAS’, ‘P XI – II’, ‘AVITRI PON XI’, ‘PON XI’. weight: 3613.5g.  AR: 39,133.03g+ (original pieces); Weight of additional pieces: 21,898.1g. Overall total of silver in find: 39,133.03 + 21.898.1 = 61,031.1g.",New objects emerged in 1995 through a private legacy; they were removed from the site after the hoard had been discovered in 1961/2.,"Found in the late Roman legionary fortress during excavations near to the south wall. Some items were thrown up by a bulldozer, others were recovered directly from disturbed Roman levels.","Römermuseum in Augst BL, Switzerland","Laur-Belart 1963; Painter 1971; Cahn & Kaufmann-Heinimann 1984; Bland 1997, table 5, number 382; Guggisberg and Kaufmann-Heinimann 2003; Wiegels 2003, numbers 63-65"
541,1344,Kostalac/Viminacium I,Kostalac/Viminacium I,,Serbia,44.716667,21.166667,,348,348,,363,,348/64,348/63,,,,,21.3,21.3, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,320,320,,320,320,1. AR square ingot: with stamp and portrait of Magnentius and Trier. Diameter: 5.5 x 5.5 cm; weight: 320g. Total AR weight: 320g.,Stamp reads 'IMCAEMAGN - ENTIVSAVG',"A few years ago these objects emerged from coin lists, purportedly having been found at Kostalac/ Viminacium.",,"A. H. E. Baldwin, New York sale, auction 3. Thursday December 7, 2000, 133, number 789; Guggisberg & Kaufmann-Heinimann 2003, 335, number 14; Wiegels 2003, number 97"
748,1349,Ljubljana II,Ljubljana (Emona),,Slovenia,46.047522,14.545544,,348,351,ca.,363,,ca. AD351,348/63,1911,1911,,,63.9,63.9, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,959,959,,959,959,1. AR ingot: double axe. Stamped with portrait of Magnentius & mint-mark of Aquileia. weight: 319g. 2. AR ingot: double axe. Stamped as above. weight: 640g. Total AR: 959g,Terminus post quem ca. 350/53,found in a house a Roman Emona (number XV) in the south-west of the site,"Schatzkammer und Zentralarchiv des Deutschen Ordens, Vienna","Schmid 1913, 177-9; Painter 1971 [Q]; Wiegels 2003, numbers 67-68"
1080,1370,Saint-Pabu,"Saint-Pabu, Ploudalmézeau",,France,48.563463,-4.59718,,348,300,?,363,,300/350?,348/63,1889,1889,,,10.3,10.3,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,154,154,+,154,154,"1. AR cup: plain shallow cup, with footring and vertical sides and a lip. weight: 154g. 2. AR plate: fragmentary, flat plate richly decorated on the inner surface with repoussé beads , elongated beads and roundels. Diameter: 15.5cm. weight: not established. 3. AR beaker: similar internal repoussé decoration, this time with crosses, in a band below the rim. Diameter: 11.3cm. weight: not established. 4. AR/AE coins: ca. 10 - 12,000 coins (ca. 61kg), from Valerian II to Constantius II. AR: 154.0g+",,found by quarrymen extracting granite,,du Chatellier 1889
658,1373,Venice,Venice (San Giacomo in Paludo),Veneto,Italy,45.46934,12.37916,,348,348,,363,,348/64,348/63,,,,,4.98,4.98, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,74.77,74.77,,74.77,74.77,1. AR fragment of a bar: with a portrait of ?Magnentius. weight: 25.73g. 2. AR fragment of a bar: uninscribed and not stamped. weight: 49.04g. Total AR weight: 74.77g,,found on the island of S. Giacomo in Paludo in the lagoon alongside 4th century ceramics.,,"Gorini 1991; Guggisberg & Kaufmann-Heinimann 2003, 335, number 13; Wiegels 2003, numbers 88-89"
114,1381,Almandralejo,"Almandralejo, Emerita (Mérida)",Badajoz,Spain,38.689579,-6.406105,,364,388,ca.,394,,ca. 388,364/94,1847,1847,,,1022.3,1022.3,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,15350,15350,+,15350,15350,"1. AR dish: 2 decorative zones. Upper zone of 3 emps., presumably Theodosius flanked by (probably) Valentinian II & Arcadius. 4 columned facade behind. Inscr. next to rim ‘DN THEODOSIVS PERPET AVG OB DIEM FELICISSIMVM X’ (referring to Th.’s decennalia on Jan. 388). On underside ‘POÇ LI N MET’ (50 Roman lbs.). Diameter: 74cm weight: 15,350g. 2. AR cup: details unknown. weight unknown. 3. AR cup: details unknown. weight unknown. AR: 15,350g+","items 2 & 3 “not traced by Delgado” (Toynbee & Painter, 1986). Item 1 known as the Madrid Missorium.",dish found folded in half,"Real Academia de la Historia, Madrid (1); lost (2,3)","Delgado y Hernandez 1849; Bruce Mitford 1983, 200; Toynbee & Painter 1986"
1549,1382,Amesbury,Amesbury,Wiltshire,Great Britain,51.174956,-1.77911,,364,260,,394,,260/75,364/94,1843,1843,,,1.9,1.9,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,28.3,28.3,+,28.3,28.3,"1. AR finger ring: square bezel; Griffin walking l. Marshall 1907, number1207. weight: 9.33g. 2. AR finger ring: square bezel; bird approaching fallen stag. Marshall 1907, number1205. weight: 8.10g. 3. AR finger ring: square bezel; 4 stylised helmeted heads. Marshall 1907, number1206. weight: 8.55g. 2. AR/AE Coins: siliquae & AE coins from Postumus & Tetricus to “Theodosius II” (sic). Total AR: 28.3g+",,found in an urn,?,"Procs Soca. Antiqs. 1859, 27; Henig 1974, 103, numbers 801-3; Kent & Painter 1977 (141-43); Archer 1979, 33, number3; ; Robertson 2000, number 1463"
678,1400,Crasna,Crasna,Covasna,Romania,45.589875,26.140019,?,364,330,,394,,330/378,364/94,1887,1887,,,6431.4,6431.4, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,6431.42,6431.42,,6431.42,6431.42,"1. AV ingot: stamps 2, 2, 2, 1, 2. Length: 16.5cm. weight: 476g (Baratte 1976, 14). 2. AV ingot: stamps 2, 2, 1, 2, 2 (& Chi-Rho). Length: 17.5cm. weight: 472g. (Baratte 1976, 17). 3. AV ingot: broken by a chisel into 2 halves. Stamps 2, 2, 2, 2, 1. Length: 7cm, 10cm. weight: 208g, 248g. (456g) (Baratte 1976, 20). 4. AV ingot: Stamps 2, 2, 1, 2. Length: 13.8cm. weight: 375.65g. (Baratte 1976, 21). 5. AV ingot: in 3 fragments Stamps 2, 2, 2, 2, 1. Length: 18.5cm. weight: 102.0g, 166.05g, 192.87g. (460.92g). (Baratte 1976, 22). 6. AV ingot: in 3 fragments Stamps 2, 2, 1, 2. Length: 10cm (a & b), 5.7cm. weight: 151.12g, 111.15g, 164.15g. (426.42g). (Baratte 1976, 18). 7. AV ingot: Stamps 2, 2, 2, 1, 2. Length: 17.4cm. weight: 499.86g. (Baratte 1976, 19). 8. AV ingot: Stamps 3, 1, and others including imperial busts. Length: 17cm. weight: 409g. (Baratte 1976, 25). 9. AV ingot: in 3 fragments Stamps 3, 1, and others including imperial busts. Length: 17cm. weight: 145.06g, 127.17g, 134.04g. (406.27g) (Baratte 1976, 27). 10. AV ingot: Stamps 1 and 2 others including imperial busts. Length: 16cm. weight: 339g. (Baratte 1976, 26). 11. AV ingot: 3 stamps including 1 and representation of Sirmium with inscription. Length: 16.65cm. weight: 520.46g. (Baratte 1976, 28). 12. AV ingot: Stamps 1, 1, and 2 others including imperial busts. Length: 16.5cm. weight: 372g. (Baratte 1976, 18). 13. AV ingot: Stamps 1 and imperial busts. Length: 13.6cm. weight: 524g. (Baratte 1976, 29). 14. AV ingot: in 2 fragments Stamps 1 and imperial busts. Length: 5.5cm, 1.4cm. weight: 134.75g, 100.7g. (235.45g). (Baratte 1976, 15&16). 15. AV ingot: Stamps 1 and 2 sets of imperial busts. Length: 16.1cm weight: 458.39g. (Baratte 1976, 30). AV: 6,431.42g","Stamps indicated above are as follows: 1. ‘LVCIANVS OBR. I. SIG(Chi-Rho)’; 2. ‘FL FLAVIANVS PRO SIG AD DIGMA’; 3. ‘QVIRILLVS ET DIONISVS SIRM SIG’. On the basis of the stamps in comparison with coins, the bars are thought to have been made between ca. 330 and 378.","found by construction workers working on a road, almost opposite the place where another find of gold had been made in 1840.","1. The British Museum (C&M 1894.12-7.1); 2. Paris, Cabinet des Medailles, number 343; 3. Budapest, Muzeul de istorie; 4. unknown; 5. Colln. of Consul E F Weber; 6. 2nd. fragment in colln. of F. Trau, 1st. lost; 7. Vienna, Kunsthistorisches Museum (37.444); 8. Budapest, Hungarian National Museum; 9. unknown; 10. Budapest, Hungarian National Museum; 11. Vienna, private colln.; 12. Paris, Cabinet des Medailles, number 342; 13. Formerly colln. of E F Weber; 14. One fragment in The British Museum (C&M 1894.12-7.2), the other unknown; 15. Vienna, Kunsthistorisches Museum (37.443).","Kenner 1888; Mommsen 1888; Willers 1898; 1899; Baratte 1976; Guggisberg & Kaufmann-Heinimann 2003, 344, number 84; Painter pers. comm."
159,1401,Cumae,Cumae,Naples,Italy,40.847746,14.053832,,364,379,,394,,379/80?,364/94,,,,,375,375, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,375,375,,375,375,"1. AV ingot: repeated inscriptions ‘FL… FLAVIAN/VS PRO SIG/ AD DIGMA’, and ‘LVCIANVS OBR I SIG’ (Chi-Rho). Length: 14.2cm; W.: 1.2cm; weight: 375g.",,,"National Museum, Naples (acquired from a private collection)","Curta 1990; Guggisberg & Kaufmann-Heinimann 2003, 342, number 75’ Painter pers. comm"
1571,1406,East Harptree,East Harptree,Somerset,Great Britain,51.301471,-2.624195,,364,,?,394,,?,364/94,1888,1888,ca.,,214.7,333.3,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,3223.3,5004.1,+,3223.3,5004.1,"1. Pb/Sn vessel: plain, bottle shaped, containing the following: 2. AR ingot: uninscribed. 818 grains (53.0g). 3. AR ingot: ‘segment of flat cake’. Uninscribed. 806 grains (52.23g). 4. AR ingot: ‘segment of flat cake’. Uninscribed. 644 grains (41.73g). 5. AR ingot: ‘small lenticular cake’. Uninscribed. 516 grains (33.44g). 6. AR ingot: uninscribed. 248 grains (16.07g). 7. AR ring: set with carnelian, engraved intaglio of Mars. weight: unknown. 8. 1,496 AR coins, from Constantine I to Gratian; 14 mils. and 1481 siliqua Uncertain number clipped, if any. weight estimate: 3026.8-4807.6g (mils. assumed to be light). AR: 3223.3-5004.1g+",May be three more mils. associated.,"found during a period of drought by a man looking for a new water supply at a spot approximately 1 mile to SW of East Harptree, 5 - 6 inches below surface.","City Museum Bristol (part of hoard); The British Museum (8 - 25 coins, ex. Kettlewell); Fitzwilliam Museum; East Harptree Parish Church","Evans 1888; Painter 1965; 1971 [Q]; Archer 1979, 40, number 18; King 1981b, 15; Bland 1997, number 304; Robertson 2000, number 1424; Wiegels 2003, numbers 24-28"
